Foerdersumme,link_total_sum,Begünstigter,link_company,Landkreis,link_location,BundesLand,link_lander,company_url,basis_praemie
"598.972,23",,Gemeinde Friedland – 37133 Friedland,/karten/agrarsubventionen_2021-empfaengera6d066755688e619873fb922879dfbb7.html,"Göttingen, Landkreis","/karten/göttingen,_landkreis-agrarsubventionen_2021-landkreis_3159.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengera6d066755688e619873fb922879dfbb7.html,
"598.682,84",,Agrargenossenschaft Arzberg e.G. vertreten durch den Vorstand – 04886 Arzberg,/karten/agrarsubventionen_2021-empfaengerd1b1a752b23d3e2057a5792939cc43a8.html,"Nordsachsen, Landkreis","/karten/nordsachsen,_landkreis-agrarsubventionen_2021-landkreis_14730.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerd1b1a752b23d3e2057a5792939cc43a8.html,"373.456,51 €"
"597.854,78",,Landgut Schoenfeld GmbH vertreten durch den/die Geschaeftsfuehrer – 09488 Thermalbad Wiesenbad,/karten/agrarsubventionen_2021-empfaenger756c2f2f403170c667625049e768592a.html,Erzgebirgskreis,/karten/erzgebirgskreis-agrarsubventionen_2021-landkreis_14521.html,Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger756c2f2f403170c667625049e768592a.html,"164.207,41 €"
"597.030,41",,"TG Engeln-Oerdinghausen – 27305 Bruchhausen-Vilsen, Flecken",/karten/agrarsubventionen_2021-empfaenger4f33dbc300e62014f0ba26d6f453002b.html,"Diepholz, Landkreis","/karten/diepholz,_landkreis-agrarsubventionen_2021-landkreis_3251.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger4f33dbc300e62014f0ba26d6f453002b.html,
"596.887,62",,Agrargenossenschaft Gnaschwitz e.G. vertreten durch den Vorstand – 02692 Doberschau-Gaußig / Dobrua-Huska,/karten/agrarsubventionen_2021-empfaenger78641ae5de2ae6ae27efff885c8581f6.html,"Bautzen, Landkreis","/karten/bautzen,_landkreis-agrarsubventionen_2021-landkreis_14625.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger78641ae5de2ae6ae27efff885c8581f6.html,"297.281,82 €"
"596.195,95",,"Weingärtner Esslingen eG – 73733 Esslingen am Neckar, Stadt",/karten/agrarsubventionen_2021-empfaenger494dca87e945d5d60d663f40bf462504.html,"Esslingen, Landkreis","/karten/esslingen,_landkreis-agrarsubventionen_2021-landkreis_8116.html",Baden-Württemberg,/karten/baden-württemberg-agrarsubventionen_2021-bundesland_3de1eff1f013e413457d6de70c7dc493.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger494dca87e945d5d60d663f40bf462504.html,
"593.773,08",,Agrargenossenschaft Langenchursdorf eG vertreten durch den Vorstand – 09337 Callenberg,/karten/agrarsubventionen_2021-empfaenger8768abe74ae9c23f1ca93ba4d6f2d64e.html,"Zwickau, Landkreis","/karten/zwickau,_landkreis-agrarsubventionen_2021-landkreis_14524.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger8768abe74ae9c23f1ca93ba4d6f2d64e.html,"344.156,32 €"
"593.250,57",,"Stadt Suhl – 98527 Suhl, Stadt",/karten/agrarsubventionen_2021-empfaenger48df86b833325d33b2b662893076ab5d.html,"Suhl, krsfr. Stadt","/karten/suhl,_krsfr._stadt-agrarsubventionen_2021-landkreis_16054.html",Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger48df86b833325d33b2b662893076ab5d.html,
"593.064,58",,"Gut Hammer  Liebenwalde GmbH – 16559 Liebenwalde, Stadt",/karten/agrarsubventionen_2021-empfaengerc26524f3559ea93ac71283176e4b7577.html,"Oberhavel, Landkreis","/karten/oberhavel,_landkreis-agrarsubventionen_2021-landkreis_12065.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerc26524f3559ea93ac71283176e4b7577.html,"197.986,82 €"
"593.039,76",,Luisenhof Dalmsdorf GmbH – 17237 Hohenzieritz,/karten/agrarsubventionen_2021-empfaengerbb7534e42fc6e0b982f1037a01d26917.html,Landkreis Mecklenburgische Seenplatte,/karten/landkreis_mecklenburgische_seenplatte-agrarsubventionen_2021-landkreis_13071.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerbb7534e42fc6e0b982f1037a01d26917.html,"194.036,79 €"
"592.798,50",,"Stadt Bernau bei Berlin – 16321 Bernau bei Berlin, Stadt",/karten/agrarsubventionen_2021-empfaenger207c96fc2c12a7c1c4926aec414c2f2f.html,"Barnim, Landkreis","/karten/barnim,_landkreis-agrarsubventionen_2021-landkreis_12060.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger207c96fc2c12a7c1c4926aec414c2f2f.html,
"592.728,40",,Gut Hohen Luckow Milch GmbH & Co.KG – 18239 Satow,/karten/agrarsubventionen_2021-empfaenger9438a421cb4fb28aa2ef892d509946a3.html,Landkreis Rostock,/karten/landkreis_rostock-agrarsubventionen_2021-landkreis_13072.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger9438a421cb4fb28aa2ef892d509946a3.html,"372.203,02 €"
"592.059,36",,"Agrargenossenschaft  Malchow eG – 17213 Malchow, Inselstadt",/karten/agrarsubventionen_2021-empfaenger06b87cc6aafb00f498e9f19368ee7db1.html,Landkreis Mecklenburgische Seenplatte,/karten/landkreis_mecklenburgische_seenplatte-agrarsubventionen_2021-landkreis_13071.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger06b87cc6aafb00f498e9f19368ee7db1.html,"295.502,10 €"
"591.946,22",,FW Agrarprodukte GmbH Buchholz – 15518 Steinhöfel,/karten/agrarsubventionen_2021-empfaenger1e37e3059a08e7ba633fc287ce6ebf6a.html,"Oder-Spree, Landkreis","/karten/oder-spree,_landkreis-agrarsubventionen_2021-landkreis_12067.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger1e37e3059a08e7ba633fc287ce6ebf6a.html,"348.620,52 €"
"591.137,33",,"Bio-Obst GmbH Baderitz vertreten durch den Geschaeftsfuehrer – 04668 Grimma, Stadt",/karten/agrarsubventionen_2021-empfaengerfdd8c03d773ae0285b581beb6e5188fa.html,"Leipzig, Landkreis","/karten/leipzig,_landkreis-agrarsubventionen_2021-landkreis_14729.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerfdd8c03d773ae0285b581beb6e5188fa.html,"114.151,22 €"
"590.888,11",,Agrargenossenschaft Theuma-Neuensalz e.G. vertreten durch den Vorstand – 08541 Theuma,/karten/agrarsubventionen_2021-empfaenger630bdb443b598fa7a76f700b542325ba.html,Vogtlandkreis,/karten/vogtlandkreis-agrarsubventionen_2021-landkreis_14523.html,Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger630bdb443b598fa7a76f700b542325ba.html,"328.132,64 €"
"590.687,66",,Agrargesellschaft Krusendorf mbH – 19273 Amt Neuhaus,/karten/agrarsubventionen_2021-empfaenger44ee1b63b0677d5607c2374db8e3a475.html,"Lüneburg, Landkreis","/karten/lüneburg,_landkreis-agrarsubventionen_2021-landkreis_3355.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger44ee1b63b0677d5607c2374db8e3a475.html,"242.010,50 €"
"590.604,22",,"Agrargenossenschaft Johnsbach e. G. vertreten durch den Vorstand – 01768 Glashütte, Stadt",/karten/agrarsubventionen_2021-empfaenger98b5bf6ddf4113db23d4aa870030b93c.html,"Sächsische Schweiz-Osterzgebirge, Landkreis","/karten/sächsische_schweiz-osterzgebirge,_landkreis-agrarsubventionen_2021-landkreis_14628.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger98b5bf6ddf4113db23d4aa870030b93c.html,"150.468,50 €"
"590.451,16",,Evangelische Kirchengemeinde Neutrebbin – 15320 Neutrebbin,/karten/agrarsubventionen_2021-empfaenger645c63d4c9e11a94526aeb63edf4e1ab.html,"Märkisch-Oderland, Landkreis","/karten/märkisch-oderland,_landkreis-agrarsubventionen_2021-landkreis_12064.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger645c63d4c9e11a94526aeb63edf4e1ab.html,
"590.374,42",,AG Breesen GmbH & Co. KG – 17091 Breesen,/karten/agrarsubventionen_2021-empfaenger8ae19930d7ab13938bbb9d513986c24c.html,Landkreis Mecklenburgische Seenplatte,/karten/landkreis_mecklenburgische_seenplatte-agrarsubventionen_2021-landkreis_13071.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger8ae19930d7ab13938bbb9d513986c24c.html,"389.103,20 €"
"588.723,41",,"Ragewitzer Agrarproduktion GmbH & Co. Landwirtschaftliche Erzeugnisse KG vertr.d.d. Geschaeftsfuehrer der GmbH – 04668 Grimma, Stadt",/karten/agrarsubventionen_2021-empfaenger6fb6950621a2f6cfae6684e0f019d682.html,"Leipzig, Landkreis","/karten/leipzig,_landkreis-agrarsubventionen_2021-landkreis_14729.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger6fb6950621a2f6cfae6684e0f019d682.html,"388.182,46 €"
"588.503,11",,Hoffmann GbR – 54574 Kopp,/karten/agrarsubventionen_2021-empfaenger2ad495aa68d1c1606ea5a02ef1d3b744.html,"Vulkaneifel, Landkreis","/karten/vulkaneifel,_landkreis-agrarsubventionen_2021-landkreis_7233.html",Rheinland-Pfalz,/karten/rheinland-pfalz-agrarsubventionen_2021-bundesland_1e48bdafa9f37c0c2195f630131a1aec.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger2ad495aa68d1c1606ea5a02ef1d3b744.html,"20.799,73 €"
"588.239,31",,Agrargenossenschaft eG Dobra vertreten durch den Vorstand – 01561 Thiendorf,/karten/agrarsubventionen_2021-empfaengerb0c44d82a8939cf042ab8be9414e1dc7.html,"Meißen, Landkreis","/karten/meißen,_landkreis-agrarsubventionen_2021-landkreis_14627.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerb0c44d82a8939cf042ab8be9414e1dc7.html,"276.962,60 €"
"586.853,02",,"Agrargenossenschaft Werenzhain e.G. – 03253 Doberlug-Kirchhain, Stadt",/karten/agrarsubventionen_2021-empfaenger4add4edff22dd905c3c23c153b76f2f2.html,"Elbe-Elster, Landkreis","/karten/elbe-elster,_landkreis-agrarsubventionen_2021-landkreis_12062.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger4add4edff22dd905c3c23c153b76f2f2.html,"324.508,50 €"
"586.490,88",,"KOeG Kleinbardau Landwirtschafts GmbH vertreten durch den Geschaeftsfuehrer – 04668 Grimma, Stadt",/karten/agrarsubventionen_2021-empfaengerb592d13257c3c05a960e6f2dff8e6ce0.html,"Leipzig, Landkreis","/karten/leipzig,_landkreis-agrarsubventionen_2021-landkreis_14729.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerb592d13257c3c05a960e6f2dff8e6ce0.html,"386.536,62 €"
"585.282,19",,"Land GmbH & Co.KG Genzkow – 17098 Friedland, Stadt",/karten/agrarsubventionen_2021-empfaenger43f1f47d6252b91585a89efb2459ec46.html,Landkreis Mecklenburgische Seenplatte,/karten/landkreis_mecklenburgische_seenplatte-agrarsubventionen_2021-landkreis_13071.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger43f1f47d6252b91585a89efb2459ec46.html,"385.906,01 €"
"585.012,42",,"Saat-Gut Plaussig Voges KG vertreten durch Gesellschafter – 04349 Leipzig, Stadt",/karten/agrarsubventionen_2021-empfaenger1626f4b6bf001e62ba79f577ccf346c5.html,"Leipzig, Stadt","/karten/leipzig,_stadt-agrarsubventionen_2021-landkreis_14713.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger1626f4b6bf001e62ba79f577ccf346c5.html,"385.727,55 €"
"584.537,78",,Upländer Bauernmolkerei  GmbH – 34508 Willingen (Upland),/karten/agrarsubventionen_2021-empfaenger72f43428a942ffee1a8e70c6b8ef3d20.html,"Waldeck-Frankenberg, Landkreis","/karten/waldeck-frankenberg,_landkreis-agrarsubventionen_2021-landkreis_6635.html",Hessen,/karten/hessen-agrarsubventionen_2021-bundesland_b1955bcdd57fab7b269abbb05a7abd51.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger72f43428a942ffee1a8e70c6b8ef3d20.html,
"584.487,25",,"Stadt Jarmen über Amt Jarmen -Tutow – 17126 Jarmen, Stadt",/karten/agrarsubventionen_2021-empfaenger47b25b905a2638f58612c83280828be7.html,Landkreis Vorpommern-Greifswald,/karten/landkreis_vorpommern-greifswald-agrarsubventionen_2021-landkreis_13075.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger47b25b905a2638f58612c83280828be7.html,
"584.336,19",,"Länd.Inst.f.Bienenkunde – 16540 Hohen Neuendorf, Stadt",/karten/agrarsubventionen_2021-empfaenger08537a653d61e5d655c62e7c65dc5a06.html,"Oberhavel, Landkreis","/karten/oberhavel,_landkreis-agrarsubventionen_2021-landkreis_12065.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger08537a653d61e5d655c62e7c65dc5a06.html,
"584.146,32",,"Agrargen. Züllsdorf e.G. – 04916 Herzberg (Elster), Stadt",/karten/agrarsubventionen_2021-empfaengerb0b5a98bd1ebc35964a632a81091319f.html,"Elbe-Elster, Landkreis","/karten/elbe-elster,_landkreis-agrarsubventionen_2021-landkreis_12062.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerb0b5a98bd1ebc35964a632a81091319f.html,"309.539,28 €"
"583.389,18",,"Agrargenossenschaft ""Höhe"" eG Steinbeck – 16259 Höhenland",/karten/agrarsubventionen_2021-empfaengera3968d9c2f2f2d52c3719be06833e779.html,"Märkisch-Oderland, Landkreis","/karten/märkisch-oderland,_landkreis-agrarsubventionen_2021-landkreis_12064.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengera3968d9c2f2f2d52c3719be06833e779.html,"350.624,70 €"
"583.149,86",,"Matthes, Karl-Detlef – 18182 Bentwisch",/karten/agrarsubventionen_2021-empfaenger9efca7166e0f0ab4f1f1754f3db4dd62.html,Landkreis Rostock,/karten/landkreis_rostock-agrarsubventionen_2021-landkreis_13072.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger9efca7166e0f0ab4f1f1754f3db4dd62.html,"170.319,40 €"
"583.145,06",,"APH e.G. Hinsdorf – 06386 Südliches Anhalt, Stadt",/karten/agrarsubventionen_2021-empfaenger8dcceed1a9ba96154ef681346d63dbd8.html,"Anhalt-Bitterfeld, Landkreis","/karten/anhalt-bitterfeld,_landkreis-agrarsubventionen_2021-landkreis_15082.html",Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger8dcceed1a9ba96154ef681346d63dbd8.html,"381.369,40 €"
"583.032,95",,LPG Bördeland e.G. Biere – 39221 Bördeland,/karten/agrarsubventionen_2021-empfaengerc47decdcefa524736ca7a7f5566c89db.html,Salzlandkreis,/karten/salzlandkreis-agrarsubventionen_2021-landkreis_15089.html,Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerc47decdcefa524736ca7a7f5566c89db.html,"384.418,08 €"
"582.420,45",,"Strudel, Arthur – 06449 Aschersleben, Stadt",/karten/agrarsubventionen_2021-empfaenger5af592bf822df7474e4bac41254a79f7.html,Salzlandkreis,/karten/salzlandkreis-agrarsubventionen_2021-landkreis_15089.html,Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger5af592bf822df7474e4bac41254a79f7.html,"384.012,89 €"
"582.367,51",,Nessetalmilch GmbH – 99869 Nessetal,/karten/agrarsubventionen_2021-empfaenger2e17535b80b655f0ee0c5c593d971e66.html,"Gotha, Kreis","/karten/gotha,_kreis-agrarsubventionen_2021-landkreis_16067.html",Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger2e17535b80b655f0ee0c5c593d971e66.html,"156.411,79 €"
"582.077,45",,"Seydaland Bio und Agrotechnik GmbH – 06917 Jessen (Elster), Stadt",/karten/agrarsubventionen_2021-empfaenger33854fae306f7229d89d327fa3fd9129.html,"Wittenberg, Landkreis","/karten/wittenberg,_landkreis-agrarsubventionen_2021-landkreis_15091.html",Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger33854fae306f7229d89d327fa3fd9129.html,"134.371,86 €"
"581.581,45",,Agrargenossenschaft Geisenhain eG. – 07646 Gneus,/karten/agrarsubventionen_2021-empfaengerf2f6206e2961b9507ae12df5ffa6fb99.html,Saale-Holzland-Kreis,/karten/saale-holzland-kreis-agrarsubventionen_2021-landkreis_16074.html,Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerf2f6206e2961b9507ae12df5ffa6fb99.html,"229.554,11 €"
"581.313,82",,Agrargenossenschaft Tirschendorf e.G. vertreten durch den Vorstand – 08606 Mühlental,/karten/agrarsubventionen_2021-empfaenger767476e9bf5abd7be53f01e289a9a2fe.html,Vogtlandkreis,/karten/vogtlandkreis-agrarsubventionen_2021-landkreis_14523.html,Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger767476e9bf5abd7be53f01e289a9a2fe.html,"306.522,73 €"
"581.283,19",,LWG Landwirtschaftsgesellschaft Hermsdorf mbH vertreten durch den Geschaeftsfuehrer – 01776 Hermsdorf/Erzgeb.,/karten/agrarsubventionen_2021-empfaenger17891c146b67f9119f5692d7f3e61089.html,"Sächsische Schweiz-Osterzgebirge, Landkreis","/karten/sächsische_schweiz-osterzgebirge,_landkreis-agrarsubventionen_2021-landkreis_14628.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger17891c146b67f9119f5692d7f3e61089.html,"243.303,77 €"
"581.124,24",,"Wiecker Pflanzenproduktion Gützkow GmbH – 17506 Gützkow, Stadt",/karten/agrarsubventionen_2021-empfaenger2cf6958d0002fe453d23dae67b1d99bd.html,Landkreis Vorpommern-Greifswald,/karten/landkreis_vorpommern-greifswald-agrarsubventionen_2021-landkreis_13075.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger2cf6958d0002fe453d23dae67b1d99bd.html,"383.155,42 €"
"581.004,80",,"NÜPA GmbH – 76227 Karlsruhe, Stadt",/karten/agrarsubventionen_2021-empfaenger64f01d957924de49c4381b21e62febf9.html,"Karlsruhe, Stadtkreis","/karten/karlsruhe,_stadtkreis-agrarsubventionen_2021-landkreis_8212.html",Baden-Württemberg,/karten/baden-württemberg-agrarsubventionen_2021-bundesland_3de1eff1f013e413457d6de70c7dc493.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger64f01d957924de49c4381b21e62febf9.html,
"580.814,80",,Gemeinde Altwarp Amt Am Stettiner Haff – 17367 Altwarp,/karten/agrarsubventionen_2021-empfaenger50aa60c86c0482c7a6f3dd46e7b7bca2.html,Landkreis Vorpommern-Greifswald,/karten/landkreis_vorpommern-greifswald-agrarsubventionen_2021-landkreis_13075.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger50aa60c86c0482c7a6f3dd46e7b7bca2.html,
"580.370,08",,Agrargesell. Cölpin mbH – 17094 Cölpin,/karten/agrarsubventionen_2021-empfaenger620602ec407615e7f6902996b7d1f3bf.html,Landkreis Mecklenburgische Seenplatte,/karten/landkreis_mecklenburgische_seenplatte-agrarsubventionen_2021-landkreis_13071.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger620602ec407615e7f6902996b7d1f3bf.html,"287.332,78 €"
"579.949,15",,"Agrargenossenschaft Pretzsch eG – 06905 Bad Schmiedeberg, Stadt",/karten/agrarsubventionen_2021-empfaenger2386350cfb96ec4a6b2bd9bddad9dbe4.html,"Wittenberg, Landkreis","/karten/wittenberg,_landkreis-agrarsubventionen_2021-landkreis_15091.html",Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger2386350cfb96ec4a6b2bd9bddad9dbe4.html,"239.599,35 €"
"579.565,78",,Koberland eG Niederalbertsdorf vertreten durch den Vorstand – 08428 Langenbernsdorf,/karten/agrarsubventionen_2021-empfaengere8b602860ee40b19beb5b227b7b90311.html,"Zwickau, Landkreis","/karten/zwickau,_landkreis-agrarsubventionen_2021-landkreis_14524.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengere8b602860ee40b19beb5b227b7b90311.html,"382.124,46 €"
"579.292,10",,Weisskollmer Agrarproduktions GmbH vertreten durch die Geschaeftsfuehrer – 02999 Lohsa / Laz,/karten/agrarsubventionen_2021-empfaenger667966b2d61395b0b9e7aaebff238b27.html,"Bautzen, Landkreis","/karten/bautzen,_landkreis-agrarsubventionen_2021-landkreis_14625.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger667966b2d61395b0b9e7aaebff238b27.html,"149.002,50 €"
"578.923,28",,Agrar GmbH Gut Ferdinandshof – 17379 Ferdinandshof,/karten/agrarsubventionen_2021-empfaenger460d61ed5d132065717231b7e2dd1c43.html,Landkreis Vorpommern-Greifswald,/karten/landkreis_vorpommern-greifswald-agrarsubventionen_2021-landkreis_13075.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger460d61ed5d132065717231b7e2dd1c43.html,"381.699,43 €"
"578.641,72",,"Graf von Bassewitz, Heinrich – 17179 Walkendorf",/karten/agrarsubventionen_2021-empfaenger0701cb4ba1ef455e42a0f297fa8389a1.html,Landkreis Rostock,/karten/landkreis_rostock-agrarsubventionen_2021-landkreis_13072.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger0701cb4ba1ef455e42a0f297fa8389a1.html,"194.764,18 €"
"577.980,99",,"Stadt Nossen vertreten durch den Buergermeister – 01683 Nossen, Stadt",/karten/agrarsubventionen_2021-empfaenger2712847472ec24ca3a8484199920aebd.html,"Meißen, Landkreis","/karten/meißen,_landkreis-agrarsubventionen_2021-landkreis_14627.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger2712847472ec24ca3a8484199920aebd.html,
